date,trip_count
2024-08-29,20133
2024-08-30,18492
2024-08-31,16996
2024-09-01,16476
2024-09-02,17113
2024-09-03,20659
2024-09-04,21083
2024-09-05,20277
2024-09-06,20389
2024-09-07,19988
2024-09-08,18077
2024-09-09,19943
2024-09-10,21653
2024-09-11,21437
2024-09-12,21783
2024-09-13,21985
2024-09-14,21381
2024-09-15,19632
2024-09-16,20190
2024-09-17,22304
2024-09-18,21683
2024-09-19,20656
2024-09-20,17861
2024-09-21,5774
2024-09-22,15874
2024-09-23,18012
2024-09-24,19793
2024-09-25,19478
2024-09-26,14928
2024-09-27,22038
2024-09-28,20210
2024-09-29,16838
2024-09-30,19178
2024-10-01,20285
2024-10-02,20421
2024-10-03,20746
2024-10-04,21195
2024-10-05,19832
2024-10-06,16891
2024-10-07,12256
2024-10-08,19839
2024-10-09,19395
2024-10-10,19263
2024-10-11,19343
2024-10-12,18516
2024-10-13,9413
2024-10-14,9965
2024-10-15,16809
2024-10-16,17079
2024-10-17,18042
2024-10-18,18794
2024-10-19,20252
2024-10-20,18938
2024-10-21,18785
2024-10-22,20381
2024-10-23,20245
2024-10-24,20126
2024-10-25,18506
2024-10-26,18579
2024-10-27,13992
2024-10-28,14982
2024-10-29,16581
2024-10-30,18488
2024-10-31,21076
2024-11-01,20413
2024-11-02,15179
2024-11-03,13057
2024-11-04,13667
2024-11-05,19260
2024-11-06,19274
2024-11-07,19259
2024-11-08,17281
2024-11-09,13536
2024-11-10,12555
2024-11-11,14871
2024-11-12,14252
2024-11-13,13695
2024-11-14,13076
2024-11-15,14685
2024-11-16,15551
2024-11-17,13385
2024-11-18,15461
2024-11-19,17151
2024-11-20,16709
2024-11-21,7979
2024-11-22,12427
2024-11-23,8005
2024-11-24,9873
2024-11-25,11772
2024-11-26,8526
2024-11-27,9536
2024-11-28,1898
2024-11-29,5776
2024-11-30,5974
2024-12-01,5888
2024-12-02,9482
2024-12-03,10713
2024-12-04,10563
2024-12-05,9002
2024-12-06,9173
2024-12-07,7967
2024-12-08,7455
2024-12-09,7580
2024-12-10,9041
2024-12-11,3536
2024-12-12,9237
2024-12-13,8469
2024-12-14,6736
2024-12-15,6040
2024-12-16,8353
2024-12-17,10480
2024-12-18,9188
2024-12-19,9115
2024-12-20,2895
2024-12-21,1799
2024-12-22,1322
2024-12-23,2119
2024-12-24,1791
2024-12-25,1043
2024-12-26,2286
2024-12-27,2830
2024-12-28,2536
2024-12-29,3123
2024-12-30,4175
2024-12-31,5144
2025-01-01,2765
2025-01-02,4733
2025-01-03,4688
2025-01-04,3362
2025-01-05,3252
2025-01-06,5426
2025-01-07,5280
2025-01-08,5271
2025-01-09,5045
2025-01-10,6460
2025-01-11,2273
2025-01-12,3986
2025-01-13,6740
2025-01-14,7058
2025-01-15,6513
2025-01-16,6817
2025-01-17,6714
2025-01-18,4342
2025-01-19,4875
2025-01-20,2269
2025-01-21,4499
2025-01-22,4892
2025-01-23,5883
2025-01-24,6037
2025-01-25,4624
2025-01-26,4654
2025-01-27,6826
2025-01-28,7467
2025-01-29,6861
2025-01-30,6942
2025-01-31,4552
2025-02-01,3650
2025-02-02,3941
2025-02-03,6763
2025-02-04,8058
2025-02-05,6910
2025-02-06,4525
2025-02-07,6603
2025-02-08,5418
2025-02-09,2956
2025-02-10,6457
2025-02-11,7087
2025-02-12,7220
2025-02-13,5311
2025-02-14,6495
2025-02-15,4041
2025-02-16,1292
2025-02-17,2843
2025-02-18,4563
2025-02-19,5348
2025-02-20,5827
2025-02-21,5487
2025-02-22,5463
2025-02-23,5311
2025-02-24,7294
2025-02-25,9028
2025-02-26,9788
2025-02-27,7840
2025-02-28,9173
2025-03-01,6815
2025-03-02,4231
2025-03-03,6262
2025-03-04,8691
2025-03-05,8735
2025-03-06,8003
2025-03-07,6949
2025-03-08,5559
2025-03-09,6051
2025-03-10,10382
2025-03-11,12322
2025-03-12,10192
2025-03-13,9748
2025-03-14,10358
2025-03-15,11284
2025-03-16,11192
2025-03-17,5289
2025-03-18,10468
2025-03-19,10383
2025-03-20,10407
2025-03-21,7387
2025-03-22,10884
2025-03-23,6523
2025-03-24,4328
2025-03-25,10959
2025-03-26,10931
2025-03-27,10681
2025-03-28,11831
2025-03-29,5695
2025-03-30,6589
2025-03-31,10539
2025-04-01,12172
2025-04-02,10772
2025-04-03,10449
2025-04-04,15241
2025-04-05,5774
2025-04-06,7336
2025-04-07,6117
2025-04-08,9361
2025-04-09,11389
2025-04-10,12255
2025-04-11,10219
2025-04-12,4381
2025-04-13,5521
2025-04-14,13865
2025-04-15,12447
2025-04-16,12475
2025-04-17,14745
2025-04-18,15712
2025-04-19,18536
2025-04-20,13621
2025-04-21,14860
2025-04-22,15221
2025-04-23,17402
2025-04-24,17043
2025-04-25,14335
2025-04-26,8234
2025-04-27,10035
2025-04-28,15346
2025-04-29,17914
2025-04-30,17471
2025-05-01,16286
2025-05-02,16425
2025-05-03,15933
2025-05-04,11201
2025-05-05,7897
2025-05-06,9942
2025-05-07,17057
2025-05-08,16989
2025-05-09,7336
2025-05-10,10189
2025-05-11,14542
2025-05-12,16333
2025-05-13,17200
2025-05-14,17803
2025-05-15,12899
2025-05-16,17811
2025-05-17,16655
2025-05-18,13833
2025-05-19,13848
2025-05-20,14322
2025-05-21,13367
2025-05-22,2674
2025-05-23,9480
2025-05-24,10257
2025-05-25,12071
2025-05-26,14104
2025-05-27,17111
2025-05-28,17649
2025-05-29,16142
2025-05-30,17632
2025-05-31,10089
2025-06-01,12551
2025-06-02,15783
2025-06-03,18151
2025-06-04,18876
2025-06-05,19257
2025-06-06,17896
2025-06-07,8767
2025-06-08,15382
2025-06-09,13541
2025-06-10,13908
2025-06-11,20088
2025-06-12,19376
2025-06-13,18882
2025-06-14,11416
2025-06-15,14424
2025-06-16,16873
2025-06-17,15230
2025-06-18,18303
2025-06-19,15770
2025-06-20,16892
2025-06-21,16006
2025-06-22,13172
2025-06-23,16691
2025-06-24,14996
2025-06-25,17173
2025-06-26,18137
2025-06-27,19420
2025-06-28,12711
2025-06-29,15738
2025-06-30,17152
2025-07-01,16087
2025-07-02,18275
2025-07-03,15355
2025-07-04,16448
2025-07-05,15031
2025-07-06,13535
2025-07-07,17029
2025-07-08,17675
2025-07-09,15624
2025-07-10,11812
2025-07-11,19842
2025-07-12,18939
2025-07-13,17298
2025-07-14,17451
2025-07-15,19095
2025-07-16,18196
2025-07-17,18939
2025-07-18,20778
2025-07-19,18977
2025-07-20,14550
2025-07-21,18402
2025-07-22,20014
2025-07-23,19871
2025-07-24,19639
2025-07-25,16821
2025-07-26,18896
2025-07-27,13088
2025-07-28,17598
2025-07-29,17689
2025-07-30,18376
2025-07-31,11242
2025-08-01,17998
2025-08-02,18928
2025-08-03,16927
2025-08-04,17951
2025-08-05,19990
2025-08-06,19838
2025-08-07,19573
2025-08-08,19412
2025-08-09,17995
2025-08-10,16204
2025-08-11,16964
2025-08-12,18265
2025-08-13,18336
2025-08-14,16852
2025-08-15,18532
2025-08-16,17413
2025-08-17,14722
2025-08-18,17243
2025-08-19,18516
2025-08-20,10452
2025-08-21,17207
2025-08-22,17681
2025-08-23,17416
2025-08-24,15929
2025-08-25,16877
2025-08-26,18966
2025-08-27,18374
2025-08-28,19186
2025-08-29,14112
2025-08-30,17214
2025-08-31,17175
2025-09-01,16300
2025-09-02,20417
2025-09-03,21629
2025-09-04,21499
2025-09-05,20938
2025-09-06,15991
2025-09-07,7917
2025-09-08,19233
2025-09-09,20977
2025-09-10,20702
2025-09-11,22045
2025-09-12,21379
2025-09-13,20532
2025-09-14,19223
2025-09-15,19883
2025-09-16,21708
2025-09-17,21977
2025-09-18,20468
2025-09-19,21799
2025-09-20,21097
2025-09-21,16987
2025-09-22,19224
2025-09-23,20042
2025-09-24,14142
2025-09-25,9665
2025-09-26,22810
2025-09-27,22204
2025-09-28,19473
2025-09-29,19832
2025-09-30,21065
2025-10-01,20668
2025-10-02,19421
2025-10-03,20722
2025-10-04,20791
2025-10-05,18967
2025-10-06,19827
2025-10-07,21221
2025-10-08,13965
2025-10-09,18620
2025-10-10,18330
2025-10-11,18263
2025-10-12,8027
2025-10-13,2620
2025-10-14,9270
2025-10-15,18029
2025-10-16,17169
2025-10-17,18996
2025-10-18,20167
2025-10-19,17898
2025-10-20,12185
2025-10-21,18794
2025-10-22,14526
2025-10-23,18397
2025-10-24,18019
2025-10-25,16766
2025-10-26,14045
2025-10-27,15167
2025-10-28,16087
2025-10-29,15384
2025-10-30,10742
2025-10-31,15733
2025-11-01,15451
2025-11-02,14038
2025-11-03,13607
2025-11-04,14998
2025-11-05,15661
2025-11-06,15308
2025-11-07,14864
2025-11-08,15240
2025-11-09,11454
2025-11-10,8281
2025-11-11,10414
2025-11-12,13434
2025-11-13,13677
2025-11-14,13648
2025-11-15,11129
2025-11-16,9794
2025-11-17,10703
2025-11-18,12847
2025-11-19,12960
2025-11-20,13205
2025-11-21,12595
2025-11-22,8741
2025-11-23,8142
2025-11-24,11330
2025-11-25,10896
2025-11-26,10289
2025-11-27,4381
2025-11-28,4966
2025-11-29,5611
2025-11-30,4221
2025-12-01,10256
2025-12-02,6032
2025-12-03,10009
2025-12-04,9366
2025-12-05,7768
2025-12-06,7832
2025-12-07,7489
2025-12-08,7857
2025-12-09,8560
2025-12-10,9890
2025-12-11,8982
2025-12-12,8327
2025-12-13,7137
2025-12-14,3319
2025-12-15,5781
2025-12-16,8148
2025-12-17,9052
2025-12-18,9386
2025-12-19,5000
2025-12-20,5457
2025-12-21,4550
2025-12-22,4915
2025-12-23,3850
2025-12-24,2481
2025-12-25,1177
2025-12-26,2053
2025-12-27,1396
2025-12-28,2104
2025-12-29,2156
2025-12-30,2741
2025-12-31,3288
2026-01-01,1686
2026-01-02,2919
2026-01-03,2866
2026-01-04,2773
2026-01-05,5123
2026-01-06,5963
2026-01-07,5292
2026-01-08,7847
2026-01-09,7108
2026-01-10,5853
2026-01-11,5652
2026-01-12,6993
2026-01-13,8678
2026-01-14,9484
2026-01-15,9273
2026-01-16,6217
2026-01-17,4852
2026-01-18,3852
2026-01-19,3176
2026-01-20,5918
2026-01-21,6073
2026-01-22,8210
2026-01-23,6500
2026-01-24,2878
2026-01-25,972
2026-01-26,402
2026-01-27,1744
2026-01-28,3294
2026-01-29,3564
2026-01-30,2989
2026-01-31,2477
2026-02-01,2351
2026-02-02,4751
2026-02-03,5855
2026-02-04,5871
2026-02-05,6150
2026-02-06,4863
2026-02-07,1514
2026-02-08,2344
2026-02-09,4554
2026-02-10,5680
2026-02-11,6071
2026-02-12,6606
2026-02-13,6433
2026-02-14,4625
2026-02-15,4257
2026-02-16,4740
2026-02-17,6676
2026-02-18,6886
2026-02-19,7553
2026-02-20,4758
2026-02-21,3589
2026-02-22,4224
2026-02-23,1
2026-02-24,1480
2026-02-25,4099
2026-02-26,6267
2026-02-27,6769
2026-02-28,6499
